"id","code","name","parent_id:id"
"amap_poi_160321","160321","Citibank ATM","amap_poi_160300"
"amap_poi_160322","160322","Standard Chartered Bank ATM","amap_poi_160300"
"amap_poi_160323","160323","HSBC ATM","amap_poi_160300"
"amap_poi_160324","160324","ABN AMRO Bank ATM","amap_poi_160300"
"amap_poi_160325","160325","American Express Bank ATM","amap_poi_160300"
"amap_poi_160326","160326","AIG Private Bank ATM","amap_poi_160300"
"amap_poi_160327","160327","Bank of America ATM","amap_poi_160300"
"amap_poi_160328","160328","Bank of Montreal ATM","amap_poi_160300"
"amap_poi_160329","160329","Bank of New York ATM","amap_poi_160300"
"amap_poi_160330","160330","The Royal Bank of Scotland ATM","amap_poi_160300"
"amap_poi_160331","160331","Societe Generale Bank ATM","amap_poi_160300"
"amap_poi_160332","160332","Deutsche Bank ATM","amap_poi_160300"
"amap_poi_160333","160333","Bank of Tokyo-Mitsubishi UFJ ATM","amap_poi_160300"
"amap_poi_160334","160334","Barclays Bank ATM","amap_poi_160300"
"amap_poi_160335","160335","JPMorgan Chase Bank ATM","amap_poi_160300"
"amap_poi_160336","160336","Postal Savings Bank of China ATM","amap_poi_160300"
"amap_poi_160337","160337","DBS ATM","amap_poi_160300"
"amap_poi_160338","160338","Nanyang Commercial Bank ATM","amap_poi_160300"
"amap_poi_160339","160339","Shanghai Commercial Bank ATM","amap_poi_160300"
"amap_poi_160340","160340","Wing Hang Bank ATM","amap_poi_160300"
"amap_poi_160341","160341","Wing Lung Bank ATM","amap_poi_160300"
"amap_poi_160342","160342","Chong Hing Bank ATM","amap_poi_160300"
"amap_poi_160343","160343","Dah Sing Bank ATM","amap_poi_160300"
"amap_poi_160344","160344","China CITIC Bank International ATM","amap_poi_160300"
"amap_poi_160345","160345","Public Bank (Hong Kong) ATM","amap_poi_160300"
"amap_poi_160346","160346","Beijing Rural Commercial Bank ATM","amap_poi_160300"
"amap_poi_160347","160347","Shanghai Rural Commercial Bank ATM","amap_poi_160300"
"amap_poi_160348","160348","Guangzhou Rural Commercial Bank ATM","amap_poi_160300"
"amap_poi_160349","160349","Shenzhen Rural Commercial Bank ATM","amap_poi_160300"
"amap_poi_160400","160400","Insurance Company","amap_poi_160000"
"amap_poi_160401","160401","The People's Insurance Company of China","amap_poi_160400"
"amap_poi_160402","160402","China Life Insurance Company","amap_poi_160400"
"amap_poi_160403","160403","Ping An Insurance Company of China","amap_poi_160400"
"amap_poi_160404","160404","China Reinsurance Company","amap_poi_160400"
"amap_poi_160405","160405","China Pacific Insurance Company","amap_poi_160400"
"amap_poi_160406","160406","New China Life Insurance Company","amap_poi_160400"
"amap_poi_160407","160407","Huatai Property Insurance Company Ltd.","amap_poi_160400"
"amap_poi_160408","160408","Taikang Life Insurance Company","amap_poi_160400"
"amap_poi_160500","160500","Securities Company","amap_poi_160000"
"amap_poi_160501","160501","Office of Securities Business","amap_poi_160500"
"amap_poi_160600","160600","Finance Company","amap_poi_160000"
"amap_poi_170000","170000","Enterprises",""
"amap_poi_170100","170100","Famous Enterprise","amap_poi_170000"
"amap_poi_170200","170200","Company","amap_poi_170000"
"amap_poi_170201","170201","Advertisement and Decoration","amap_poi_170200"
"amap_poi_170202","170202","Construction Company","amap_poi_170200"
"amap_poi_170203","170203","Medical Company","amap_poi_170200"
"amap_poi_170204","170204","Machinery and Electronics","amap_poi_170200"
"amap_poi_170205","170205","Chemical and Metallurgy","amap_poi_170200"
"amap_poi_170206","170206","Network Science and Technology","amap_poi_170200"
"amap_poi_170207","170207","Commercial Trade","amap_poi_170200"
"amap_poi_170208","170208","Telecommunication Company","amap_poi_170200"
"amap_poi_170209","170209","Mining Company","amap_poi_170200"
"amap_poi_170300","170300","Factory","amap_poi_170000"
"amap_poi_170400","170400","Other Farming，Forestry，Animal Husbandry and Fishery Base","amap_poi_170000"
"amap_poi_170401","170401","Fishing Farm","amap_poi_170400"
"amap_poi_170402","170402","Farm","amap_poi_170400"
"amap_poi_170403","170403","Forest Farm","amap_poi_170400"
"amap_poi_170404","170404","Pasture","amap_poi_170400"
"amap_poi_170405","170405","Poultry Breeding Base","amap_poi_170400"
"amap_poi_170406","170406","Vegetable Planting Base","amap_poi_170400"
"amap_poi_170407","170407","Fruit Cultivation Base","amap_poi_170400"
"amap_poi_170408","170408","Flower Nurserey Base","amap_poi_170400"
"amap_poi_180000","180000","Road Furniture",""
"amap_poi_180100","180100","Warning Sign","amap_poi_180000"
"amap_poi_180101","180101","Camera","amap_poi_180100"
"amap_poi_180102","180102","Speed Sensor","amap_poi_180100"
"amap_poi_180103","180103","Railway Crossing","amap_poi_180100"
"amap_poi_180104","180104","Illegal Parking","amap_poi_180100"
"amap_poi_180200","180200","Toll Gate","amap_poi_180000"
"amap_poi_180201","180201","Expressway Toll Gate","amap_poi_180200"
"amap_poi_180202","180202","National and Provincial Road Toll Gate","amap_poi_180200"
"amap_poi_180203","180203","Tunnel & Bridge Toll Gate","amap_poi_180200"
"amap_poi_180300","180300","Expressway Service Area","amap_poi_180000"
"amap_poi_180301","180301","Expressway Filling Station Service Area","amap_poi_180300"
"amap_poi_180302","180302","Expressway Parking Area","amap_poi_180300"
"amap_poi_180400","180400","Traffic Light","amap_poi_180000"
"amap_poi_180500","180500","Signpost","amap_poi_180000"
"amap_poi_190000","190000","Place Name & Address",""
"amap_poi_190100","190100","Normal Place Name","amap_poi_190000"
"amap_poi_190101","190101","Country Name","amap_poi_190100"
"amap_poi_190102","190102","Provincial Place Name","amap_poi_190100"
"amap_poi_190103","190103","Municipal Place Name","amap_poi_190100"
"amap_poi_190104","190104","Prefecture-level Place Name","amap_poi_190100"
"amap_poi_190105","190105","District/County-level Place Name","amap_poi_190100"
"amap_poi_190106","190106","Township-level Place Name","amap_poi_190100"
"amap_poi_190107","190107","Subdistrict-level Place Name","amap_poi_190100"
"amap_poi_190108","190108","Village-level Place Name","amap_poi_190100"
"amap_poi_190109","190109","Village Team-level Place Name","amap_poi_190100"
"amap_poi_190200","190200","Natural Place Name","amap_poi_190000"
"amap_poi_190201","190201","Gulf and Strait","amap_poi_190200"
"amap_poi_190202","190202","Island","amap_poi_190200"
"amap_poi_190203","190203","Mountain","amap_poi_190200"
"amap_poi_190204","190204","River","amap_poi_190200"
"amap_poi_190205","190205","Lake","amap_poi_190200"
"amap_poi_190300","190300","Transportation Place Name","amap_poi_190000"
"amap_poi_190301","190301","Road Name","amap_poi_190300"
"amap_poi_190302","190302","Name of Intersection","amap_poi_190300"
"amap_poi_190303","190303","Name of Roundabout","amap_poi_190300"
"amap_poi_190304","190304","Expressway Exit","amap_poi_190300"
"amap_poi_190305","190305","Expressway Entrance","amap_poi_190300"
"amap_poi_190306","190306","Motorway Interchange","amap_poi_190300"
"amap_poi_190307","190307","Bridge","amap_poi_190300"
"amap_poi_190308","190308","Urban Expressway Exit","amap_poi_190300"
"amap_poi_190309","190309","Urban Expressway Entrance","amap_poi_190300"
"amap_poi_190310","190310","Tunnel","amap_poi_190300"
"amap_poi_190311","190311","Railway","amap_poi_190300"
"amap_poi_190400","190400","Address Sign","amap_poi_190000"
"amap_poi_190401","190401","Placename Sign","amap_poi_190400"
"amap_poi_190402","190402","Road Name Sign","amap_poi_190400"
"amap_poi_190403","190403","Building Number","amap_poi_190400"
"amap_poi_190500","190500","City Center","amap_poi_190000"
"amap_poi_190600","190600","Landmark Buildings","amap_poi_190000"
"amap_poi_190700","190700","The hot names","amap_poi_190000"
"amap_poi_200000","200000","Public Facility",""
"amap_poi_200100","200100","Newsstand","amap_poi_200000"
"amap_poi_200200","200200","Public Phone","amap_poi_200000"
"amap_poi_200300","200300","Public Toilet","amap_poi_200000"
"amap_poi_200301","200301","Male Toilet","amap_poi_200300"
"amap_poi_200302","200302","Female Toilet","amap_poi_200300"
"amap_poi_200303","200303","Wheelchair Accessible","amap_poi_200300"
"amap_poi_200304","200304","Room of Mother and Infant","amap_poi_200300"
"amap_poi_200400","200400","Emergency Shelter","amap_poi_200000"
"amap_poi_220000","220000","Incidents and Events",""
"amap_poi_220100","220100","Public Event","amap_poi_220000"
"amap_poi_220101","220101","Festival Celebration","amap_poi_220100"
"amap_poi_220102","220102","Convention & Exposition","amap_poi_220100"
"amap_poi_220103","220103","Sports Event","amap_poi_220100"
"amap_poi_220104","220104","Art Performance","amap_poi_220100"
"amap_poi_220105","220105","Conference","amap_poi_220100"
"amap_poi_220106","220106","Operating Activities","amap_poi_220100"
"amap_poi_220107","220107","Marketplace Activities","amap_poi_220100"
"amap_poi_220200","220200","Emergency","amap_poi_220000"
"amap_poi_220201","220201","Natural Disaster","amap_poi_220200"
"amap_poi_220202","220202","Accident","amap_poi_220200"
"amap_poi_220203","220203","City News","amap_poi_220200"
"amap_poi_220204","220204","Public Health Event","amap_poi_220200"
"amap_poi_220205","220205","Public Social Event","amap_poi_220200"
"amap_poi_970000","970000","Indoor facilities",""
"amap_poi_990000","990000","Pass Facilities",""
"amap_poi_991000","991000","Gate of Buildings","amap_poi_990000"
"amap_poi_991001","991001","Main Gate of Buildings","amap_poi_991000"
"amap_poi_991400","991400","Gate of Street House","amap_poi_990000"
"amap_poi_991401","991401","Main Entrance of Street House Gate","amap_poi_991400"
"amap_poi_991500","991500","Virtual Gate","amap_poi_990000"
